key	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	x51	x52	x53	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23	y24	y25	y26	y27	y28	y29	y30	y31	y32	y33	y34	y35	y36	y37	y38	y39	y40	y41	y42	y43	y44	y45	y46	y47	y48	y49	y50	y51	y52	y53
326	0.969437	0.483664	0.748924	0.030611	0.811161	0.860779	0.892588	0.870869	0.808688	0.912075	0.428427	0.620421	0.522037	0.810609	0.708091	0.566310	0.264733	0.821931	0.790385	0.460885	0.988461	0.999096	0.685579	0.664877	0.448154	0.308617	0.852768	0.395891	0.446242	0.713229	0.133445	0.057643	0.986031	0.748621	0.516017	0.084129	0.232520	0.025603	0.043677	0.383042	0.515137	0.687972	0.510893	0.218852	0.100775	0.892021	0.187031	0.047433	0.709287	0.207803	0.369657	0.331475	0.548824	0.485516	0.834654	0.144714	0.829174	0.462544	0.996536	0.972703	0.267137	0.094838	0.947678	0.071813	0.847430	0.569291	0.241905	0.914943	0.004426	0.246887	0.995208	0.468826	0.289812	0.365889	0.125979	0.892907	0.194015	0.125581	0.383851	0.995908	0.482293	0.696590	0.936713	0.337539	0.119583	0.334626	0.449705	0.687936	0.196848	0.716642	0.882725	0.636915	0.802628	0.300000	0.570303	0.354905	0.704751	0.840982	0.420069	0.436388	0.811503	0.545773	0.029566	0.089742	0.069165	0.400009
327	0.599761	0.751370	0.322375	0.033358	0.561988	0.785462	0.560368	0.049132	0.506930	0.193598	0.328609	0.967601	0.083666	0.767142	0.919222	0.748388	0.368697	0.252540	0.652674	0.194934	0.643220	0.201244	0.542734	0.677953	0.474055	0.349674	0.685083	0.054945	0.998838	0.688787	0.862287	0.963695	0.711857	0.000820	0.770987	0.154720	0.769547	0.858670	0.183335	0.902021	0.449987	0.850981	0.243410	0.113589	0.378123	0.014000	0.663846	0.778867	0.292950	0.082303	0.342661	0.793329	0.004024	0.216999	0.305835	0.478941	0.307234	0.876449	0.728940	0.918994	0.348096	0.221846	0.658738	0.945066	0.105264	0.751685	0.912308	0.552389	0.443698	0.473983	0.697205	0.323122	0.979376	0.742396	0.862545	0.376531	0.256080	0.699251	0.274984	0.242844	0.274933	0.630482	0.652768	0.796681	0.703835	0.064209	0.631681	0.785453	0.843616	0.634406	0.951722	0.782103	0.298729	0.490969	0.482896	0.284241	0.259942	0.583928	0.062619	0.827430	0.077075	0.504545	0.746000	0.639069	0.173434	0.853644
328	0.300037	0.303066	0.527884	0.764409	0.548268	0.917131	0.624922	0.172027	0.984358	0.720385	0.173883	0.226003	0.426822	0.417272	0.895939	0.921357	0.524429	0.868721	0.834733	0.079630	0.526924	0.730832	0.757591	0.064185	0.954432	0.250876	0.189062	0.070333	0.565610	0.559130	0.900110	0.012883	0.993978	0.309108	0.813932	0.006266	0.227348	0.669672	0.609073	0.462669	0.367687	0.790404	0.009970	0.743050	0.518371	0.787477	0.816181	0.779322	0.603641	0.535883	0.478536	0.043662	0.211096	0.946411	0.221656	0.604780	0.629582	0.037376	0.413779	0.402560	0.771115	0.413382	0.689971	0.344353	0.279389	0.372892	0.306298	0.448678	0.819448	0.566301	0.094240	0.806235	0.421028	0.963350	0.573905	0.413737	0.080069	0.391611	0.284047	0.510939	0.106899	0.926497	0.737095	0.320441	0.455307	0.249262	0.494165	0.785142	0.502742	0.664091	0.654224	0.456066	0.096344	0.105722	0.799794	0.714801	0.094401	0.835015	0.140468	0.024816	0.681277	0.147460	0.607957	0.218867	0.832764	0.126983
329	0.910084	0.640941	0.262854	0.534367	0.754201	0.148477	0.991432	0.180711	0.654221	0.950731	0.959753	0.862540	0.474495	0.569126	0.874642	0.063243	0.560371	0.011226	0.140901	0.173962	0.978220	0.194633	0.077394	0.644899	0.447358	0.127075	0.883168	0.704368	0.244371	0.365783	0.991424	0.848138	0.037017	0.585681	0.024121	0.558665	0.318504	0.696552	0.274271	0.466260	0.102903	0.656507	0.418964	0.592449	0.453993	0.278245	0.634659	0.979336	0.393266	0.964414	0.245060	0.857606	0.930264	0.143036	0.551790	0.791098	0.736459	0.088601	0.335566	0.182591	0.231977	0.376240	0.476297	0.968607	0.896085	0.009656	0.168400	0.115873	0.080686	0.875299	0.489481	0.150158	0.241745	0.648986	0.596800	0.139335	0.697663	0.103709	0.520799	0.359089	0.005923	0.521698	0.996164	0.425436	0.502996	0.685769	0.844571	0.326964	0.421037	0.076472	0.748606	0.289777	0.546919	0.706173	0.063970	0.983844	0.464144	0.534428	0.284828	0.171281	0.723437	0.131738	0.867058	0.975442	0.682298	0.842029
330	0.832379	0.801024	0.311448	0.855259	0.320227	0.013418	0.280140	0.398830	0.533430	0.980511	0.947390	0.117385	0.032469	0.970139	0.245700	0.151000	0.062900	0.738758	0.563653	0.559912	0.262684	0.359359	0.756977	0.175248	0.503728	0.023442	0.422448	0.717743	0.396200	0.456864	0.396604	0.001633	0.695138	0.299679	0.743027	0.339539	0.896345	0.891920	0.575110	0.244170	0.994127	0.337160	0.044692	0.074823	0.439664	0.265632	0.259695	0.453425	0.392206	0.877926	0.741382	0.466765	0.684264	0.135817	0.084943	0.912168	0.145786	0.032566	0.496277	0.292368	0.014802	0.043722	0.700719	0.143927	0.874763	0.346859	0.527442	0.211925	0.559657	0.072491	0.448905	0.251185	0.056416	0.975302	0.446569	0.381825	0.250014	0.803134	0.811357	0.466114	0.326262	0.005005	0.438164	0.382472	0.744077	0.087809	0.116268	0.766880	0.049955	0.913946	0.426258	0.778490	0.172397	0.943765	0.078101	0.561466	0.626587	0.122845	0.120900	0.312181	0.651137	0.774055	0.014547	0.428850	0.981430	0.939149
331	0.989463	0.232194	0.895003	0.865003	0.606573	0.995036	0.871695	0.297373	0.061234	0.325549	0.970779	0.311190	0.946586	0.933104	0.833948	0.691124	0.501618	0.480920	0.211938	0.745353	0.658484	0.724973	0.015880	0.051589	0.275808	0.280191	0.593223	0.695316	0.896342	0.245588	0.518762	0.995186	0.337258	0.508979	0.913021	0.068617	0.291291	0.148291	0.733369	0.204338	0.799988	0.568070	0.861945	0.697409	0.649434	0.605249	0.261255	0.815624	0.721802	0.646743	0.357012	0.869964	0.795786	0.139865	0.560055	0.111472	0.512659	0.447876	0.494522	0.333837	0.944161	0.319382	0.651052	0.585857	0.921798	0.271709	0.025574	0.445445	0.922523	0.806026	0.721989	0.828227	0.435390	0.900330	0.249651	0.484577	0.843947	0.721541	0.190712	0.636807	0.396207	0.218631	0.908134	0.164147	0.193149	0.241143	0.174395	0.368034	0.398834	0.090953	0.006823	0.621116	0.765858	0.013763	0.021614	0.051359	0.395124	0.401286	0.375272	0.079850	0.503686	0.950254	0.733763	0.115003	0.438344	0.201988
332	0.982584	0.372834	0.831683	0.193869	0.444512	0.969260	0.102659	0.582258	0.474688	0.072691	0.445893	0.762065	0.689661	0.283771	0.601584	0.022535	0.112234	0.302313	0.931606	0.027008	0.233448	0.439376	0.419187	0.910962	0.373593	0.293278	0.216930	0.871132	0.937914	0.190838	0.202477	0.285648	0.171949	0.038173	0.016789	0.943009	0.387982	0.906560	0.320537	0.183812	0.562836	0.261055	0.641238	0.544840	0.364129	0.089710	0.031121	0.770853	0.084552	0.812191	0.883903	0.759128	0.012067	0.266790	0.879081	0.980372	0.461601	0.072564	0.013057	0.560858	0.584006	0.381532	0.151040	0.678836	0.348495	0.885986	0.368920	0.676542	0.648708	0.989089	0.119859	0.414283	0.713467	0.657198	0.138977	0.075446	0.171994	0.111945	0.567054	0.802128	0.004743	0.033566	0.401561	0.892621	0.329774	0.757156	0.048403	0.616053	0.464335	0.616739	0.093088	0.690619	0.723702	0.613196	0.303355	0.396067	0.353384	0.039820	0.219111	0.106319	0.511717	0.049373	0.357212	0.541096	0.727195	0.769106
333	0.014820	0.712598	0.025077	0.523700	0.539894	0.809212	0.950051	0.671129	0.775560	0.077128	0.327446	0.742535	0.176795	0.446102	0.422131	0.561939	0.843856	0.931856	0.679389	0.165527	0.443919	0.097404	0.861586	0.306178	0.385071	0.038388	0.756545	0.277887	0.336665	0.336074	0.757039	0.431732	0.681975	0.461208	0.419062	0.480334	0.045781	0.789187	0.059380	0.380230	0.428131	0.072125	0.125468	0.453989	0.504750	0.947178	0.408195	0.270842	0.273243	0.996180	0.684523	0.043769	0.060087	0.668580	0.807530	0.212078	0.934295	0.270169	0.115586	0.703569	0.066879	0.614075	0.125354	0.023896	0.062424	0.382108	0.171471	0.672609	0.778634	0.380834	0.866852	0.670235	0.642621	0.290680	0.795965	0.220360	0.431763	0.296054	0.196075	0.331192	0.864316	0.669605	0.555103	0.909220	0.928187	0.476553	0.714523	0.070960	0.372693	0.159047	0.808883	0.160478	0.707191	0.052476	0.578232	0.649627	0.737482	0.970959	0.311959	0.055199	0.811120	0.051095	0.868885	0.683430	0.909756	0.758882
334	0.246419	0.670979	0.550447	0.721956	0.790655	0.420246	0.282833	0.336718	0.715009	0.486514	0.251030	0.656179	0.975448	0.328797	0.699155	0.392008	0.075291	0.158244	0.383537	0.116926	0.825039	0.713235	0.673692	0.298156	0.792344	0.714865	0.783584	0.596635	0.908806	0.140622	0.148376	0.667917	0.262140	0.124283	0.040817	0.859490	0.781452	0.174748	0.860600	0.157090	0.134106	0.746151	0.343979	0.172726	0.226080	0.036392	0.910639	0.609945	0.651033	0.845728	0.109804	0.360451	0.092351	0.684439	0.410136	0.852224	0.156429	0.408082	0.993946	0.348263	0.708009	0.061112	0.641345	0.333060	0.494484	0.799258	0.452888	0.178268	0.239967	0.147446	0.568889	0.770366	0.927641	0.075425	0.328794	0.240997	0.751378	0.882290	0.066058	0.703264	0.915807	0.509997	0.029151	0.630219	0.403952	0.613736	0.297865	0.469360	0.143966	0.082861	0.433435	0.834285	0.751190	0.626921	0.084307	0.371808	0.728401	0.649144	0.226609	0.704097	0.323773	0.322018	0.296115	0.500176	0.468184	0.260979
335	0.221140	0.978152	0.638807	0.785845	0.629099	0.784781	0.388134	0.168119	0.538613	0.198677	0.100444	0.584354	0.603761	0.499284	0.129292	0.210441	0.051054	0.251428	0.192202	0.354790	0.099760	0.072251	0.002357	0.271118	0.478900	0.551485	0.052856	0.595329	0.986712	0.539127	0.349096	0.330588	0.264437	0.665022	0.927253	0.925386	0.746895	0.442319	0.858975	0.020721	0.034872	0.145058	0.513674	0.492754	0.503642	0.346470	0.156674	0.813416	0.023552	0.076359	0.012661	0.610512	0.789208	0.474122	0.695612	0.150442	0.395038	0.555457	0.778553	0.089008	0.457632	0.193944	0.788022	0.167407	0.959333	0.001110	0.712446	0.873757	0.819144	0.567740	0.832311	0.940193	0.890084	0.584626	0.656807	0.009434	0.116651	0.580263	0.278784	0.664952	0.596543	0.099832	0.307720	0.509371	0.804431	0.129767	0.043986	0.844364	0.342791	0.455395	0.579237	0.523998	0.330931	0.515597	0.068584	0.830530	0.223844	0.661096	0.238780	0.824378	0.595407	0.186031	0.244267	0.706774	0.550645	0.522570
336	0.834860	0.026140	0.800253	0.065926	0.299458	0.201562	0.268670	0.825256	0.227057	0.724137	0.213761	0.616411	0.486731	0.479929	0.549382	0.262986	0.809437	0.117475	0.657674	0.504972	0.280016	0.285423	0.057132	0.882751	0.827194	0.545198	0.875994	0.645876	0.414521	0.695095	0.869768	0.625295	0.638482	0.416397	0.089487	0.299104	0.149594	0.031920	0.915530	0.106522	0.647707	0.372875	0.828387	0.831191	0.770370	0.727836	0.482881	0.166632	0.392799	0.527100	0.973058	0.119751	0.226462	0.116495	0.673013	0.299483	0.933218	0.954753	0.948969	0.707392	0.768893	0.541043	0.321799	0.155881	0.945188	0.416399	0.768675	0.975838	0.460992	0.285314	0.420358	0.830718	0.136748	0.600574	0.600159	0.675703	0.806434	0.290677	0.194441	0.064422	0.598808	0.758080	0.265571	0.689681	0.543550	0.860786	0.936705	0.227776	0.282167	0.314954	0.736856	0.124497	0.231351	0.123172	0.885181	0.730169	0.927029	0.931366	0.799221	0.566625	0.404503	0.289762	0.939378	0.606917	0.511140	0.778121
337	0.675602	0.606705	0.929119	0.765401	0.562298	0.886002	0.957338	0.239594	0.633476	0.314627	0.213976	0.838853	0.930487	0.108958	0.956307	0.401790	0.601067	0.442017	0.778411	0.559476	0.915695	0.988066	0.416545	0.107108	0.171261	0.345893	0.844596	0.091994	0.779971	0.905548	0.322348	0.598221	0.166182	0.167977	0.087087	0.743132	0.476012	0.469833	0.483678	0.178635	0.947266	0.211413	0.636538	0.685845	0.746525	0.358473	0.444392	0.827219	0.455593	0.901004	0.563755	0.931806	0.327036	0.635046	0.922534	0.754096	0.102905	0.788703	0.433253	0.438415	0.890440	0.933303	0.799618	0.608301	0.404144	0.112208	0.579197	0.992668	0.951327	0.199944	0.877889	0.377846	0.520437	0.488930	0.185309	0.133777	0.931481	0.778421	0.604935	0.879270	0.636391	0.087950	0.993396	0.269542	0.380580	0.660918	0.441285	0.276785	0.124052	0.296646	0.326389	0.102581	0.543117	0.571815	0.177183	0.123302	0.077824	0.320824	0.563287	0.915761	0.747191	0.045859	0.610903	0.576653	0.468824	0.018419
338	0.115025	0.445660	0.524670	0.653021	0.715612	0.879446	0.353470	0.840413	0.402194	0.770164	0.372296	0.509652	0.841312	0.976649	0.312360	0.374311	0.969994	0.774704	0.516146	0.016653	0.156009	0.407155	0.191202	0.635952	0.103855	0.056827	0.497938	0.862135	0.798228	0.329742	0.099807	0.714374	0.378933	0.912052	0.110296	0.262447	0.765296	0.244937	0.593837	0.416460	0.984739	0.568221	0.802645	0.703928	0.797066	0.610458	0.853669	0.060603	0.467718	0.922557	0.059202	0.209644	0.189663	0.333754	0.341522	0.125097	0.676018	0.833870	0.953567	0.647587	0.366341	0.040751	0.900280	0.483451	0.268535	0.191042	0.512065	0.737556	0.186921	0.968390	0.141198	0.637663	0.717962	0.278526	0.077133	0.793882	0.717743	0.483678	0.692802	0.295758	0.102040	0.439490	0.194119	0.128045	0.511678	0.220226	0.143161	0.944465	0.918901	0.041220	0.307885	0.629379	0.535354	0.228331	0.490212	0.512006	0.621677	0.054305	0.562996	0.161515	0.618861	0.190290	0.990364	0.019579	0.899697	0.391624
339	0.971867	0.662710	0.231570	0.031268	0.574882	0.208861	0.955801	0.951515	0.629616	0.886930	0.807332	0.691930	0.760961	0.434296	0.312160	0.998798	0.287542	0.951772	0.428694	0.745692	0.225446	0.988635	0.656296	0.485674	0.977479	0.271033	0.248009	0.226680	0.060064	0.136785	0.346100	0.847917	0.919094	0.945182	0.787544	0.390896	0.756307	0.232865	0.341597	0.295811	0.159927	0.926201	0.819263	0.746278	0.854538	0.629938	0.691596	0.755166	0.626773	0.969404	0.391775	0.802694	0.894070	0.897733	0.173032	0.458532	0.253100	0.074552	0.877364	0.895014	0.662797	0.483276	0.892917	0.633237	0.134861	0.807973	0.772867	0.363332	0.213584	0.663234	0.272277	0.733032	0.072294	0.629088	0.119158	0.678915	0.549773	0.186459	0.692660	0.747006	0.548280	0.951830	0.231009	0.063918	0.976620	0.026819	0.608408	0.760555	0.196659	0.283053	0.778908	0.986334	0.679003	0.009593	0.865190	0.593007	0.316655	0.791095	0.353561	0.556074	0.037435	0.860712	0.224447	0.634638	0.041720	0.231614
340	0.409368	0.092845	0.569334	0.635285	0.704565	0.847273	0.398128	0.354237	0.782642	0.178647	0.409082	0.240411	0.882482	0.134198	0.499519	0.450456	0.101835	0.011766	0.124234	0.423944	0.748479	0.874296	0.556128	0.343918	0.094457	0.771338	0.012797	0.665051	0.455298	0.681399	0.448109	0.288772	0.763557	0.748140	0.589558	0.672349	0.974908	0.759571	0.719499	0.390155	0.092825	0.323545	0.981725	0.363521	0.128843	0.639313	0.588467	0.407831	0.973124	0.797863	0.803662	0.434202	0.410430	0.006943	0.466287	0.948106	0.031526	0.703803	0.152324	0.915931	0.153566	0.612495	0.803023	0.485930	0.775139	0.362866	0.110469	0.377866	0.746774	0.100939	0.512663	0.731914	0.829041	0.318667	0.398771	0.041965	0.959883	0.569387	0.942855	0.722778	0.047410	0.441697	0.068889	0.291073	0.728619	0.160324	0.350032	0.449277	0.200868	0.135741	0.873992	0.141798	0.272611	0.070471	0.850634	0.593232	0.086180	0.316410	0.362707	0.059399	0.643564	0.690474	0.088771	0.522505	0.851075	0.260472
341	0.090840	0.865162	0.510717	0.752934	0.888609	0.625039	0.336849	0.468437	0.637385	0.621242	0.647901	0.921274	0.772626	0.146278	0.876077	0.628424	0.973786	0.860906	0.572550	0.654033	0.309957	0.447721	0.531518	0.470439	0.111425	0.217272	0.627162	0.849443	0.669865	0.160377	0.180372	0.466421	0.936451	0.413606	0.535758	0.272996	0.684887	0.866899	0.752047	0.340345	0.600648	0.899797	0.716431	0.279348	0.797816	0.736121	0.318453	0.523651	0.541899	0.017592	0.908976	0.493008	0.929962	0.080683	0.645679	0.441566	0.155289	0.276238	0.917404	0.316049	0.004530	0.641895	0.945291	0.947550	0.639137	0.262333	0.074623	0.542865	0.458826	0.772874	0.249491	0.174616	0.388357	0.456805	0.401194	0.194780	0.201508	0.592141	0.614318	0.539345	0.012435	0.496187	0.884651	0.493326	0.466018	0.162095	0.587229	0.506036	0.422031	0.201355	0.929616	0.610722	0.331196	0.011560	0.073317	0.196883	0.261407	0.061756	0.245018	0.317356	0.735986	0.979350	0.953203	0.274051	0.787973	0.769425
342	0.262415	0.116156	0.662686	0.441943	0.905356	0.079130	0.617746	0.540094	0.541895	0.759802	0.349316	0.126659	0.013570	0.359787	0.652088	0.390222	0.155682	0.604645	0.962312	0.347156	0.893579	0.537074	0.779062	0.849278	0.913999	0.134523	0.516524	0.253791	0.478076	0.156764	0.892510	0.855798	0.525730	0.902416	0.799564	0.482976	0.500664	0.696574	0.905068	0.700877	0.398814	0.233026	0.683112	0.035228	0.853757	0.778334	0.403028	0.346821	0.002203	0.583646	0.397229	0.922591	0.809551	0.596026	0.969451	0.540622	0.344323	0.621310	0.418167	0.272615	0.981847	0.072921	0.465498	0.607421	0.132300	0.013138	0.706956	0.921215	0.622330	0.532279	0.330224	0.516647	0.188187	0.385411	0.985521	0.328894	0.910245	0.950505	0.305786	0.132276	0.174936	0.506376	0.770251	0.918404	0.286315	0.788583	0.952807	0.418447	0.281014	0.237783	0.714008	0.837709	0.524429	0.386789	0.238988	0.939572	0.563948	0.618961	0.340017	0.073915	0.088983	0.435719	0.471620	0.849254	0.747171	0.187764
343	0.482817	0.169556	0.889125	0.793591	0.634846	0.869621	0.714893	0.333984	0.452629	0.686113	0.713934	0.321816	0.622923	0.805733	0.373382	0.140180	0.033901	0.608114	0.010320	0.860818	0.769370	0.448238	0.441322	0.511639	0.956284	0.775548	0.738285	0.383268	0.254908	0.485043	0.720366	0.898964	0.543144	0.184023	0.480369	0.262603	0.008854	0.096979	0.798178	0.805370	0.087147	0.798866	0.540501	0.023996	0.590707	0.400500	0.003758	0.720404	0.519250	0.102683	0.820397	0.318335	0.395757	0.144085	0.845894	0.835550	0.886832	0.789220	0.177841	0.629043	0.231131	0.950165	0.547980	0.175925	0.284016	0.042402	0.204573	0.551403	0.110755	0.435076	0.971019	0.766538	0.682023	0.472853	0.482415	0.131524	0.039577	0.814847	0.348852	0.941892	0.083639	0.255028	0.390818	0.046930	0.297055	0.292335	0.443207	0.686524	0.485468	0.956854	0.662626	0.428595	0.774385	0.386575	0.934119	0.318460	0.786971	0.305964	0.973579	0.589893	0.444914	0.427575	0.639847	0.352712	0.414827	0.255907
344	0.283251	0.472122	0.350150	0.774872	0.495443	0.154034	0.333967	0.547091	0.728415	0.407117	0.985466	0.858756	0.764184	0.878185	0.460801	0.106817	0.003595	0.343164	0.125277	0.581926	0.464715	0.782723	0.230076	0.303956	0.634657	0.655258	0.329001	0.499286	0.687438	0.412038	0.489394	0.837357	0.109935	0.211737	0.398594	0.235899	0.505330	0.276130	0.649030	0.027688	0.284423	0.361381	0.568521	0.567452	0.684704	0.737677	0.634748	0.705972	0.203689	0.620847	0.627071	0.631928	0.889376	0.313356	0.306797	0.016199	0.022497	0.356758	0.046807	0.757420	0.256032	0.228351	0.818308	0.233255	0.645864	0.633334	0.647324	0.293912	0.747183	0.374324	0.232242	0.719425	0.647054	0.433873	0.040532	0.562783	0.339366	0.243581	0.539556	0.581520	0.912480	0.224858	0.948789	0.987743	0.348311	0.072803	0.303792	0.262442	0.319804	0.601901	0.678910	0.045328	0.898084	0.810517	0.927214	0.014649	0.910401	0.629409	0.597698	0.065638	0.975085	0.535179	0.845875	0.481512	0.942282	0.198964
345	0.083709	0.566617	0.522308	0.961216	0.056292	0.099007	0.750454	0.336836	0.159379	0.465220	0.570361	0.969256	0.467683	0.184815	0.419780	0.960982	0.901075	0.827883	0.788164	0.326600	0.624049	0.944835	0.147032	0.388568	0.499485	0.449871	0.415837	0.042139	0.593278	0.276016	0.853210	0.214698	0.760794	0.502296	0.480954	0.806109	0.177053	0.726868	0.700639	0.301762	0.476227	0.169915	0.084162	0.244566	0.888118	0.833634	0.896918	0.857284	0.905099	0.421019	0.670779	0.075975	0.876218	0.224032	0.909340	0.772377	0.932958	0.231771	0.479090	0.125249	0.623164	0.385084	0.908676	0.294714	0.653991	0.850241	0.949416	0.336232	0.717644	0.803092	0.129975	0.406330	0.847800	0.231554	0.305583	0.721178	0.142551	0.605615	0.070955	0.775313	0.193561	0.194784	0.319592	0.398491	0.833346	0.700304	0.963645	0.970198	0.291097	0.043116	0.190416	0.432693	0.146574	0.926215	0.152315	0.722017	0.262476	0.934602	0.606148	0.922807	0.648519	0.237929	0.077202	0.274434	0.743140	0.381890
346	0.932284	0.925141	0.194013	0.077422	0.007973	0.604486	0.343660	0.490262	0.748471	0.627037	0.644727	0.775624	0.516025	0.818880	0.514091	0.814504	0.402598	0.233820	0.483069	0.264882	0.094743	0.423354	0.007902	0.327621	0.947814	0.947914	0.562163	0.682996	0.018049	0.849010	0.636778	0.474143	0.509279	0.498665	0.891287	0.202181	0.566788	0.883122	0.911795	0.848039	0.430342	0.481846	0.910168	0.158582	0.586840	0.509876	0.600904	0.863058	0.035224	0.871065	0.261269	0.218956	0.778801	0.015683	0.011424	0.623531	0.611368	0.692542	0.848358	0.253799	0.445420	0.700797	0.422114	0.273867	0.937898	0.899201	0.088640	0.322477	0.546195	0.040714	0.481393	0.901830	0.503702	0.501972	0.336331	0.586402	0.784259	0.836876	0.226174	0.521735	0.950235	0.844441	0.845165	0.730711	0.909921	0.783074	0.439708	0.868400	0.063956	0.226310	0.161172	0.587522	0.670788	0.786249	0.326147	0.385955	0.459973	0.138012	0.583755	0.426862	0.338280	0.193458	0.684349	0.755614	0.041213	0.932338
347	0.224828	0.537330	0.917528	0.358402	0.121552	0.479268	0.864819	0.117731	0.827422	0.955281	0.211966	0.967275	0.624439	0.121562	0.461641	0.026717	0.070594	0.014742	0.313223	0.775605	0.267924	0.253868	0.800417	0.452655	0.108452	0.508304	0.601170	0.009213	0.879226	0.024210	0.302155	0.708632	0.377595	0.287662	0.699185	0.031413	0.289866	0.394427	0.575899	0.382122	0.530841	0.679863	0.810876	0.103221	0.000237	0.515151	0.592570	0.250000	0.318025	0.346690	0.021881	0.630729	0.196918	0.729078	0.630684	0.913408	0.860811	0.058816	0.423833	0.300625	0.221705	0.211158	0.754164	0.398937	0.078531	0.926690	0.880684	0.731295	0.274806	0.848449	0.307947	0.183132	0.949125	0.884075	0.813874	0.498388	0.992647	0.481072	0.888839	0.382981	0.874649	0.905382	0.694069	0.970837	0.574249	0.202044	0.949501	0.071303	0.421712	0.669556	0.003641	0.319638	0.916535	0.117155	0.290273	0.484498	0.125007	0.027893	0.262270	0.126907	0.026559	0.674806	0.979742	0.405563	0.152938	0.329910
348	0.119706	0.009684	0.088827	0.669866	0.308037	0.443444	0.159270	0.806572	0.870601	0.415444	0.250267	0.592721	0.416719	0.639714	0.429522	0.717914	0.012585	0.228198	0.125401	0.116978	0.956991	0.475117	0.452341	0.523980	0.362964	0.366776	0.071088	0.510471	0.040605	0.605861	0.092312	0.093653	0.319378	0.373467	0.384939	0.632782	0.682673	0.791562	0.936350	0.633501	0.243598	0.643251	0.212134	0.600257	0.439205	0.026183	0.469272	0.798933	0.832966	0.754330	0.822867	0.163033	0.012607	0.238078	0.913795	0.665642	0.988540	0.006237	0.692056	0.706073	0.784767	0.277312	0.109134	0.644271	0.191730	0.377615	0.983296	0.866659	0.123499	0.712129	0.716262	0.362890	0.152911	0.245038	0.892171	0.681589	0.376276	0.047206	0.156392	0.665076	0.636375	0.727856	0.042148	0.799664	0.338195	0.027558	0.296481	0.827991	0.754827	0.935523	0.844278	0.748448	0.475068	0.848030	0.623788	0.462737	0.776618	0.693176	0.105060	0.518891	0.342808	0.265712	0.519659	0.974462	0.102086	0.067660
349	0.617992	0.259895	0.938171	0.493315	0.230387	0.954341	0.985352	0.891474	0.754621	0.347551	0.071360	0.565757	0.927699	0.061489	0.703671	0.081973	0.664907	0.058933	0.494072	0.873889	0.020851	0.516298	0.086423	0.320272	0.076348	0.869887	0.920558	0.589855	0.295875	0.669916	0.620754	0.327013	0.206965	0.678557	0.791181	0.835224	0.530625	0.810118	0.640705	0.994473	0.477720	0.963727	0.124210	0.548823	0.225127	0.338334	0.553461	0.820308	0.347443	0.731556	0.305591	0.066035	0.351792	0.841301	0.568130	0.688087	0.638721	0.497288	0.076458	0.653124	0.164725	0.979374	0.191262	0.072013	0.434224	0.226158	0.660581	0.126513	0.511550	0.689695	0.025121	0.182613	0.286157	0.073356	0.698490	0.685946	0.866311	0.448469	0.827630	0.984424	0.467587	0.893701	0.576836	0.483552	0.733174	0.398433	0.622763	0.273554	0.409031	0.770162	0.874774	0.922037	0.870132	0.963477	0.313335	0.199559	0.913066	0.178355	0.896644	0.176029	0.901253	0.244082	0.047097	0.674977	0.520319	0.982775
350	0.899113	0.403335	0.583548	0.549828	0.326053	0.833486	0.835154	0.166744	0.951122	0.205521	0.688947	0.652247	0.613564	0.916493	0.338611	0.799165	0.019146	0.463475	0.306148	0.471094	0.252274	0.616139	0.141449	0.248509	0.555065	0.030798	0.666656	0.820080	0.606820	0.632886	0.405467	0.861711	0.610634	0.029819	0.553770	0.684464	0.866353	0.690214	0.059211	0.098059	0.786738	0.930259	0.095001	0.593735	0.078793	0.175575	0.445260	0.320942	0.484043	0.658562	0.794396	0.219007	0.503030	0.832785	0.005059	0.606072	0.409486	0.109070	0.407056	0.953426	0.768259	0.703042	0.471721	0.786299	0.913361	0.526950	0.238634	0.662556	0.739445	0.847447	0.192617	0.736615	0.102251	0.078369	0.666851	0.217655	0.369162	0.693353	0.847985	0.303633	0.605265	0.732661	0.830689	0.542677	0.414266	0.910717	0.883165	0.783417	0.396052	0.903855	0.465308	0.371960	0.593213	0.469280	0.502820	0.908044	0.855017	0.085254	0.887220	0.778595	0.714973	0.476382	0.811819	0.004703	0.257616	0.882874
